node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
44,42,0.06147877138,648188.404954013,747908.311450916,648119.692039043,747797.47230533,0.12478420765,0.06330543627,2020.13797478053,2020.19945355191,207600000,hCoV-19/Belgium/ULG-6688/2020|EPI_ISL_418625|2020-03-14|Europe,Liège,Liège,4633,4633
44,45,0.02047456373,648188.404954013,747908.311450916,643467.254805427,766619.822192169,0.08378,0.06330543627,2020.13797478053,2020.15844934426,207600000,NA,Liège,Liège,4633,4837
45,47,0.0018,643467.254805427,766619.822192169,643426.808642683,766573.963319601,0.08558,0.08378,2020.15844934426,2020.16024934426,207600000,NA,Liège,Liège,4837,4837
47,48,0.0018,643426.808642683,766573.963319601,643426.808642683,766573.963319601,0.08738,0.08558,2020.16024934426,2020.16204934426,207600000,NA,Liège,Liège,4837,4837
48,49,0.00167,643426.808642683,766573.963319601,643385.182943559,766531.731073137,0.08905,0.08738,2020.16204934426,2020.16371934426,207600000,NA,Liège,Liège,4837,4837
48,51,0.01998,643426.808642683,766573.963319601,642011.807196296,756160.966569514,0.10736,0.08738,2020.16204934426,2020.18202934426,207600000,NA,Liège,Liège,4837,4802
49,10,0.000215081967299996,643385.182943559,766531.731073137,643479.314212621,766647.380294589,0.0892650819673,0.08905,2020.16371934426,2020.16393442623,207600000,hCoV-19/Belgium/CG-030158/2020|EPI_ISL_418987|2020-03-01|Europe,Liège,Liège,4837,4837
49,50,0.01114,643385.182943559,766531.731073137,646498.075529061,761894.67881979,0.10019,0.08905,2020.16371934426,2020.17485934426,207600000,NA,Liège,Liège,4837,4830
50,12,0.00273628415299998,646498.075529061,761894.67881979,651938.548833382,760821.899221626,0.102926284153,0.10019,2020.17485934426,2020.17759562841,207600000,hCoV-19/Belgium/MJP-0306100/2020|EPI_ISL_420356|2020-03-06|Europe,Liège,Liège,4830,4841
50,11,4.04371579998397e-06,646498.075529061,761894.67881979,646493.909925834,761897.869017124,0.1001940437158,0.10019,2020.17485934426,2020.17486338798,207600000,hCoV-19/Belgium/SJ-030583/2020|EPI_ISL_420339|2020-03-05|Europe,Liège,Liège,4830,4830
51,52,0.01366,642011.807196296,756160.966569514,642105.433393567,756063.303688415,0.12102,0.10736,2020.18202934426,2020.19568934426,207600000,NA,Liège,Liège,4802,4802
51,62,0.00184999999999999,642011.807196296,756160.966569514,643440.109237669,755850.660589344,0.10921,0.10736,2020.18202934426,2020.18387934426,207600000,NA,Liège,Liège,4802,4800
52,53,0.03044,642105.433393567,756063.303688415,642340.974752069,756075.673181535,0.15146,0.12102,2020.19568934426,2020.22612934426,207600000,NA,Liège,Liège,4802,4800
52,54,0.00184999999999999,642105.433393567,756063.303688415,643440.109237669,755850.660589344,0.12287,0.12102,2020.19568934426,2020.19753934426,207600000,NA,Liège,Liège,4802,4800
53,14,0.01704005464,642340.974752069,756075.673181535,642112.665728738,755868.819934431,0.16850005464,0.15146,2020.22612934426,2020.2431693989,207600000,hCoV-19/Belgium/ULG-10028/2020|EPI_ISL_421202|2020-03-30|Europe,Liège,Liège,4800,4802
53,13,0.01977229508,642340.974752069,756075.673181535,639980.801228331,731901.453843815,0.17123229508,0.15146,2020.22612934426,2020.24590163934,207600000,hCoV-19/Belgium/ULG-10032/2020|EPI_ISL_421206|2020-03-31|Europe,Liège,Liège,4800,4100
54,56,0.00820000000000001,643440.109237669,755850.660589344,643443.54697889,755665.365766103,0.13107,0.12287,2020.19753934426,2020.20573934426,207600000,NA,Liège,Liège,4800,4800
56,17,0.00191092896200001,643443.54697889,755665.365766103,616309.819162005,784318.780073457,0.132980928962,0.13107,2020.20573934426,2020.20765027322,207600000,hCoV-19/Belgium/ULG-7626/2020|EPI_ISL_418633|2020-03-17|Europe,Liège,Liège,4800,4770
56,57,0.02205,643443.54697889,755665.365766103,643945.685887199,755766.596317492,0.15312,0.13107,2020.20573934426,2020.22778934426,207600000,NA,Liège,Liège,4800,4800
57,18,0.03177349727,643945.685887199,755766.596317492,629899.724958203,753687.389572072,0.18489349727,0.15312,2020.22778934426,2020.25956284153,207600000,hCoV-19/Belgium/ULG-10052/2020|EPI_ISL_424657|2020-04-05|Europe,Liège,Liège,4800,4900
57,58,0.00164592136399999,643945.685887199,755766.596317492,643996.512561638,755774.008968317,0.154765921364,0.15312,2020.22778934426,2020.22943526562,207600000,NA,Liège,Liège,4800,4800
58,59,0.0003540786357,643996.512561638,755774.008968317,644000.028920847,755686.862868636,0.1551199999997,0.154765921364,2020.22943526562,2020.22978934426,207600000,NA,Liège,Liège,4800,4821
58,19,0.06837894202,643996.512561638,755774.008968317,646055.551655708,752851.900523507,0.223144863384,0.154765921364,2020.22943526562,2020.29781420764,207600000,hCoV-19/Belgium/ULG-10165/2020|EPI_ISL_447159|2020-04-19|Europe,Liège,Liège,4800,4800
59,20,0.03523797814,644000.028920847,755686.862868636,652017.218647944,739772.244642659,0.1903579781397,0.1551199999997,2020.22978934426,2020.2650273224,207600000,hCoV-19/Belgium/ULG-10132/2020|EPI_ISL_427377|2020-04-07|Europe,Liège,Liège,4821,4040
59,60,0.00462000000000001,644000.028920847,755686.862868636,643343.641776739,755456.794814791,0.1597399999997,0.1551199999997,2020.22978934426,2020.23440934426,207600000,NA,Liège,Liège,4821,4800
60,21,0.03061797814,643343.641776739,755456.794814791,650522.756497308,732809.047279166,0.1903579781397,0.1597399999997,2020.23440934426,2020.2650273224,207600000,hCoV-19/Belgium/ULG-10120/2020|EPI_ISL_427368|2020-04-07|Europe,Liège,Liège,4800,4430
60,61,0.06302,643343.641776739,755456.794814791,643981.920413298,754902.995202713,0.2227599999997,0.1597399999997,2020.23440934426,2020.29742934426,207600000,NA,Liège,Liège,4800,4800
