node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
43,44,0.06330543627,646573.171440303,751008.524472894,646951.793473799,750345.915524721,0.06330543627,0,2020.07466934426,2020.13797478053,427200000,NA,Liège,Liège,4651,4651
44,42,0.06147877138,646951.793473799,750345.915524721,648119.692039043,747797.47230533,0.12478420765,0.06330543627,2020.13797478053,2020.19945355191,427200000,hCoV-19/Belgium/ULG-6688/2020|EPI_ISL_418625|2020-03-14|Europe,Liège,Liège,4651,4633
44,45,0.02047456373,646951.793473799,750345.915524721,641337.759454681,755743.259104799,0.08378,0.06330543627,2020.13797478053,2020.15844934426,427200000,NA,Liège,Liège,4651,4802
45,47,0.0018,641337.759454681,755743.259104799,641365.063178112,755811.291321176,0.08558,0.08378,2020.15844934426,2020.16024934426,427200000,NA,Liège,Liège,4802,4802
47,48,0.0018,641365.063178112,755811.291321176,641365.063178112,755811.291321176,0.08738,0.08558,2020.16024934426,2020.16204934426,427200000,NA,Liège,Liège,4802,4802
48,49,0.00167,641365.063178112,755811.291321176,643473.653146328,766706.035028273,0.08905,0.08738,2020.16204934426,2020.16371934426,427200000,NA,Liège,Liège,4802,4837
48,51,0.01998,641365.063178112,755811.291321176,641965.131823424,755900.368982471,0.10736,0.08738,2020.16204934426,2020.18202934426,427200000,NA,Liège,Liège,4802,4802
49,10,0.000215081967299996,643473.653146328,766706.035028273,643479.314212621,766647.380294589,0.0892650819673,0.08905,2020.16371934426,2020.16393442623,427200000,hCoV-19/Belgium/CG-030158/2020|EPI_ISL_418987|2020-03-01|Europe,Liège,Liège,4837,4837
49,50,0.01114,643473.653146328,766706.035028273,646489.939601154,761908.760053638,0.10019,0.08905,2020.16371934426,2020.17485934426,427200000,NA,Liège,Liège,4837,4830
50,12,0.00273628415299998,646489.939601154,761908.760053638,651938.548833382,760821.899221626,0.102926284153,0.10019,2020.17485934426,2020.17759562841,427200000,hCoV-19/Belgium/MJP-0306100/2020|EPI_ISL_420356|2020-03-06|Europe,Liège,Liège,4830,4841
50,11,4.04371579998397e-06,646489.939601154,761908.760053638,646493.909925834,761897.869017124,0.1001940437158,0.10019,2020.17485934426,2020.17486338798,427200000,hCoV-19/Belgium/SJ-030583/2020|EPI_ISL_420339|2020-03-05|Europe,Liège,Liège,4830,4830
51,52,0.01366,641965.131823424,755900.368982471,642016.20932136,756034.60049661,0.12102,0.10736,2020.18202934426,2020.19568934426,427200000,NA,Liège,Liège,4802,4802
51,62,0.00184999999999999,641965.131823424,755900.368982471,642033.24727261,755988.778637236,0.10921,0.10736,2020.18202934426,2020.18387934426,427200000,NA,Liège,Liège,4802,4802
52,53,0.03044,642016.20932136,756034.60049661,642171.237812666,755932.509147951,0.15146,0.12102,2020.19568934426,2020.22612934426,427200000,NA,Liège,Liège,4802,4802
52,54,0.00184999999999999,642016.20932136,756034.60049661,642033.24727261,755988.778637236,0.12287,0.12102,2020.19568934426,2020.19753934426,427200000,NA,Liège,Liège,4802,4802
53,14,0.01704005464,642171.237812666,755932.509147951,642112.665728738,755868.819934431,0.16850005464,0.15146,2020.22612934426,2020.2431693989,427200000,hCoV-19/Belgium/ULG-10028/2020|EPI_ISL_421202|2020-03-30|Europe,Liège,Liège,4802,4802
53,13,0.01977229508,642171.237812666,755932.509147951,639980.801228331,731901.453843815,0.17123229508,0.15146,2020.22612934426,2020.24590163934,427200000,hCoV-19/Belgium/ULG-10032/2020|EPI_ISL_421206|2020-03-31|Europe,Liège,Liège,4802,4100
54,56,0.00820000000000001,642033.24727261,755988.778637236,642029.029561831,755723.675887926,0.13107,0.12287,2020.19753934426,2020.20573934426,427200000,NA,Liège,Liège,4802,4802
56,17,0.00191092896200001,642029.029561831,755723.675887926,616309.819162005,784318.780073457,0.132980928962,0.13107,2020.20573934426,2020.20765027322,427200000,hCoV-19/Belgium/ULG-7626/2020|EPI_ISL_418633|2020-03-17|Europe,Liège,Liège,4802,4770
56,57,0.02205,642029.029561831,755723.675887926,642805.943250173,755536.389301826,0.15312,0.13107,2020.20573934426,2020.22778934426,427200000,NA,Liège,Liège,4802,4800
57,18,0.03177349727,642805.943250173,755536.389301826,629899.724958203,753687.389572072,0.18489349727,0.15312,2020.22778934426,2020.25956284153,427200000,hCoV-19/Belgium/ULG-10052/2020|EPI_ISL_424657|2020-04-05|Europe,Liège,Liège,4800,4900
57,58,0.00164592136399999,642805.943250173,755536.389301826,646002.329876845,751975.430000461,0.154765921364,0.15312,2020.22778934426,2020.22943526562,427200000,NA,Liège,Liège,4800,4650
