node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
43,44,0.06330543627,648035.609253675,747288.653784439,648161.260815298,747472.269742249,0.06330543627,0,2020.07466934426,2020.13797478053,389600000,NA,Liège,Liège,4633,4633
44,42,0.06147877138,648161.260815298,747472.269742249,648119.692039043,747797.47230533,0.12478420765,0.06330543627,2020.13797478053,2020.19945355191,389600000,hCoV-19/Belgium/ULG-6688/2020|EPI_ISL_418625|2020-03-14|Europe,Liège,Liège,4633,4633
44,45,0.02047456373,648161.260815298,747472.269742249,643468.074922656,766489.848912715,0.08378,0.06330543627,2020.13797478053,2020.15844934426,389600000,NA,Liège,Liège,4633,4837
45,47,0.0018,643468.074922656,766489.848912715,643521.899235522,766643.954160058,0.08558,0.08378,2020.15844934426,2020.16024934426,389600000,NA,Liège,Liège,4837,4837
47,48,0.0018,643521.899235522,766643.954160058,643521.899235522,766643.954160058,0.08738,0.08558,2020.16024934426,2020.16204934426,389600000,NA,Liège,Liège,4837,4837
48,49,0.00167,643521.899235522,766643.954160058,643458.429766114,766650.540885211,0.08905,0.08738,2020.16204934426,2020.16371934426,389600000,NA,Liège,Liège,4837,4837
48,51,0.01998,643521.899235522,766643.954160058,650243.103222134,743052.764469471,0.10736,0.08738,2020.16204934426,2020.18202934426,389600000,NA,Liège,Liège,4837,4671
49,10,0.000215081967299996,643458.429766114,766650.540885211,643479.314212621,766647.380294589,0.0892650819673,0.08905,2020.16371934426,2020.16393442623,389600000,hCoV-19/Belgium/CG-030158/2020|EPI_ISL_418987|2020-03-01|Europe,Liège,Liège,4837,4837
49,50,0.01114,643458.429766114,766650.540885211,646495.454633402,761895.809394491,0.10019,0.08905,2020.16371934426,2020.17485934426,389600000,NA,Liège,Liège,4837,4830
50,12,0.00273628415299998,646495.454633402,761895.809394491,651938.548833382,760821.899221626,0.102926284153,0.10019,2020.17485934426,2020.17759562841,389600000,hCoV-19/Belgium/MJP-0306100/2020|EPI_ISL_420356|2020-03-06|Europe,Liège,Liège,4830,4841
50,11,4.04371579998397e-06,646495.454633402,761895.809394491,646493.909925834,761897.869017124,0.1001940437158,0.10019,2020.17485934426,2020.17486338798,389600000,hCoV-19/Belgium/SJ-030583/2020|EPI_ISL_420339|2020-03-05|Europe,Liège,Liège,4830,4830
51,52,0.01366,650243.103222134,743052.764469471,646004.25535332,752929.549312003,0.12102,0.10736,2020.18202934426,2020.19568934426,389600000,NA,Liège,Liège,4671,4800
51,62,0.00184999999999999,650243.103222134,743052.764469471,645895.330249645,752823.372060774,0.10921,0.10736,2020.18202934426,2020.18387934426,389600000,NA,Liège,Liège,4671,4800
52,53,0.03044,646004.25535332,752929.549312003,642005.340787004,755900.133206008,0.15146,0.12102,2020.19568934426,2020.22612934426,389600000,NA,Liège,Liège,4800,4802
52,54,0.00184999999999999,646004.25535332,752929.549312003,645895.330249645,752823.372060774,0.12287,0.12102,2020.19568934426,2020.19753934426,389600000,NA,Liège,Liège,4800,4800
