node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
43,44,0.06330543627,645911.824469132,753514.720476286,645931.232356665,753460.084354131,0.06330543627,0,2020.07466934426,2020.13797478053,330000000,NA,Liège,Liège,4800,4800
44,42,0.06147877138,645931.232356665,753460.084354131,648119.692039043,747797.47230533,0.12478420765,0.06330543627,2020.13797478053,2020.19945355191,330000000,hCoV-19/Belgium/ULG-6688/2020|EPI_ISL_418625|2020-03-14|Europe,Liège,Liège,4800,4633
44,45,0.02047456373,645931.232356665,753460.084354131,646019.966789797,751820.319007926,0.08378,0.06330543627,2020.13797478053,2020.15844934426,330000000,NA,Liège,Liège,4800,4651
45,47,0.0018,646019.966789797,751820.319007926,646495.479436417,753011.368835299,0.08558,0.08378,2020.15844934426,2020.16024934426,330000000,NA,Liège,Liège,4651,4800
47,48,0.0018,646495.479436417,753011.368835299,646495.479436417,753011.368835299,0.08738,0.08558,2020.16024934426,2020.16204934426,330000000,NA,Liège,Liège,4800,4800
48,49,0.00167,646495.479436417,753011.368835299,646310.06070244,761914.758355434,0.08905,0.08738,2020.16204934426,2020.16371934426,330000000,NA,Liège,Liège,4800,4830
48,51,0.01998,646495.479436417,753011.368835299,646920.333690128,753462.852511778,0.10736,0.08738,2020.16204934426,2020.18202934426,330000000,NA,Liège,Liège,4800,4800
49,10,0.000215081967299996,646310.06070244,761914.758355434,643479.314212621,766647.380294589,0.0892650819673,0.08905,2020.16371934426,2020.16393442623,330000000,hCoV-19/Belgium/CG-030158/2020|EPI_ISL_418987|2020-03-01|Europe,Liège,Liège,4830,4837
49,50,0.01114,646310.06070244,761914.758355434,646496.385354743,761912.871390252,0.10019,0.08905,2020.16371934426,2020.17485934426,330000000,NA,Liège,Liège,4830,4830
50,12,0.00273628415299998,646496.385354743,761912.871390252,651938.548833382,760821.899221626,0.102926284153,0.10019,2020.17485934426,2020.17759562841,330000000,hCoV-19/Belgium/MJP-0306100/2020|EPI_ISL_420356|2020-03-06|Europe,Liège,Liège,4830,4841
50,11,4.04371579998397e-06,646496.385354743,761912.871390252,646493.909925834,761897.869017124,0.1001940437158,0.10019,2020.17485934426,2020.17486338798,330000000,hCoV-19/Belgium/SJ-030583/2020|EPI_ISL_420339|2020-03-05|Europe,Liège,Liège,4830,4830
51,52,0.01366,646920.333690128,753462.852511778,646899.527192423,753319.493177396,0.12102,0.10736,2020.18202934426,2020.19568934426,330000000,NA,Liège,Liège,4800,4800
51,62,0.00184999999999999,646920.333690128,753462.852511778,646910.751540794,753348.401205388,0.10921,0.10736,2020.18202934426,2020.18387934426,330000000,NA,Liège,Liège,4800,4800
52,53,0.03044,646899.527192423,753319.493177396,646850.523790254,753321.245125525,0.15146,0.12102,2020.19568934426,2020.22612934426,330000000,NA,Liège,Liège,4800,4800
52,54,0.00184999999999999,646899.527192423,753319.493177396,646910.751540794,753348.401205388,0.12287,0.12102,2020.19568934426,2020.19753934426,330000000,NA,Liège,Liège,4800,4800
53,14,0.01704005464,646850.523790254,753321.245125525,642112.665728738,755868.819934431,0.16850005464,0.15146,2020.22612934426,2020.2431693989,330000000,hCoV-19/Belgium/ULG-10028/2020|EPI_ISL_421202|2020-03-30|Europe,Liège,Liège,4800,4802
53,13,0.01977229508,646850.523790254,753321.245125525,639980.801228331,731901.453843815,0.17123229508,0.15146,2020.22612934426,2020.24590163934,330000000,hCoV-19/Belgium/ULG-10032/2020|EPI_ISL_421206|2020-03-31|Europe,Liège,Liège,4800,4100
54,56,0.00820000000000001,646910.751540794,753348.401205388,646522.448450649,753760.465141742,0.13107,0.12287,2020.19753934426,2020.20573934426,330000000,NA,Liège,Liège,4800,4800
56,17,0.00191092896200001,646522.448450649,753760.465141742,616309.819162005,784318.780073457,0.132980928962,0.13107,2020.20573934426,2020.20765027322,330000000,hCoV-19/Belgium/ULG-7626/2020|EPI_ISL_418633|2020-03-17|Europe,Liège,Liège,4800,4770
56,57,0.02205,646522.448450649,753760.465141742,646677.486433628,753088.224038643,0.15312,0.13107,2020.20573934426,2020.22778934426,330000000,NA,Liège,Liège,4800,4800
57,18,0.03177349727,646677.486433628,753088.224038643,629899.724958203,753687.389572072,0.18489349727,0.15312,2020.22778934426,2020.25956284153,330000000,hCoV-19/Belgium/ULG-10052/2020|EPI_ISL_424657|2020-04-05|Europe,Liège,Liège,4800,4900
57,58,0.00164592136399999,646677.486433628,753088.224038643,646283.344358114,752696.975199599,0.154765921364,0.15312,2020.22778934426,2020.22943526562,330000000,NA,Liège,Liège,4800,4800
58,59,0.0003540786357,646283.344358114,752696.975199599,646293.438238792,752702.683558715,0.1551199999997,0.154765921364,2020.22943526562,2020.22978934426,330000000,NA,Liège,Liège,4800,4800
58,19,0.06837894202,646283.344358114,752696.975199599,646055.551655708,752851.900523507,0.223144863384,0.154765921364,2020.22943526562,2020.29781420764,330000000,hCoV-19/Belgium/ULG-10165/2020|EPI_ISL_447159|2020-04-19|Europe,Liège,Liège,4800,4800
59,20,0.03523797814,646293.438238792,752702.683558715,652017.218647944,739772.244642659,0.1903579781397,0.1551199999997,2020.22978934426,2020.2650273224,330000000,hCoV-19/Belgium/ULG-10132/2020|EPI_ISL_427377|2020-04-07|Europe,Liège,Liège,4800,4040
59,60,0.00462000000000001,646293.438238792,752702.683558715,646053.643584729,752823.424838058,0.1597399999997,0.1551199999997,2020.22978934426,2020.23440934426,330000000,NA,Liège,Liège,4800,4800
60,21,0.03061797814,646053.643584729,752823.424838058,650522.756497308,732809.047279166,0.1903579781397,0.1597399999997,2020.23440934426,2020.2650273224,330000000,hCoV-19/Belgium/ULG-10120/2020|EPI_ISL_427368|2020-04-07|Europe,Liège,Liège,4800,4430
