node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
44,42,0.06147877138,646422.192553043,762531.72733864,648119.692039043,747797.47230533,0.12478420765,0.06330543627,2020.13797478053,2020.19945355191,63200000,hCoV-19/Belgium/ULG-6688/2020|EPI_ISL_418625|2020-03-14|Europe,Liège,Liège,4834,4633
44,45,0.02047456373,646422.192553043,762531.72733864,646629.514867177,761702.688084738,0.08378,0.06330543627,2020.13797478053,2020.15844934426,63200000,NA,Liège,Liège,4834,4830
45,47,0.0018,646629.514867177,761702.688084738,646602.190219058,761966.180104389,0.08558,0.08378,2020.15844934426,2020.16024934426,63200000,NA,Liège,Liège,4830,4830
47,48,0.0018,646602.190219058,761966.180104389,646602.190219058,761966.180104389,0.08738,0.08558,2020.16024934426,2020.16204934426,63200000,NA,Liège,Liège,4830,4830
48,49,0.00167,646602.190219058,761966.180104389,646549.249847638,761650.462528338,0.08905,0.08738,2020.16204934426,2020.16371934426,63200000,NA,Liège,Liège,4830,4830
48,51,0.01998,646602.190219058,761966.180104389,646557.377444062,762412.719658834,0.10736,0.08738,2020.16204934426,2020.18202934426,63200000,NA,Liège,Liège,4830,4830
49,10,0.000215081967299996,646549.249847638,761650.462528338,643479.314212621,766647.380294589,0.0892650819673,0.08905,2020.16371934426,2020.16393442623,63200000,hCoV-19/Belgium/CG-030158/2020|EPI_ISL_418987|2020-03-01|Europe,Liège,Liège,4830,4837
49,50,0.01114,646549.249847638,761650.462528338,646492.598679997,761898.214692717,0.10019,0.08905,2020.16371934426,2020.17485934426,63200000,NA,Liège,Liège,4830,4830
50,12,0.00273628415299998,646492.598679997,761898.214692717,651938.548833382,760821.899221626,0.102926284153,0.10019,2020.17485934426,2020.17759562841,63200000,hCoV-19/Belgium/MJP-0306100/2020|EPI_ISL_420356|2020-03-06|Europe,Liège,Liège,4830,4841
50,11,4.04371579998397e-06,646492.598679997,761898.214692717,646493.909925834,761897.869017124,0.1001940437158,0.10019,2020.17485934426,2020.17486338798,63200000,hCoV-19/Belgium/SJ-030583/2020|EPI_ISL_420339|2020-03-05|Europe,Liège,Liège,4830,4830
