node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
43,44,0.06330543627,648017.782788429,747814.004104058,648131.605929918,747373.444858168,0.06330543627,0,2020.07466934426,2020.13797478053,187600000,NA,Liège,Liège,4633,4633
44,42,0.06147877138,648131.605929918,747373.444858168,648119.692039043,747797.47230533,0.12478420765,0.06330543627,2020.13797478053,2020.19945355191,187600000,hCoV-19/Belgium/ULG-6688/2020|EPI_ISL_418625|2020-03-14|Europe,Liège,Liège,4633,4633
44,45,0.02047456373,648131.605929918,747373.444858168,647951.906968602,747663.129617299,0.08378,0.06330543627,2020.13797478053,2020.15844934426,187600000,NA,Liège,Liège,4633,4633
45,47,0.0018,647951.906968602,747663.129617299,647851.428938954,747923.313744778,0.08558,0.08378,2020.15844934426,2020.16024934426,187600000,NA,Liège,Liège,4633,4633
47,48,0.0018,647851.428938954,747923.313744778,647851.428938954,747923.313744778,0.08738,0.08558,2020.16024934426,2020.16204934426,187600000,NA,Liège,Liège,4633,4633
48,49,0.00167,647851.428938954,747923.313744778,643476.144844213,766659.431314711,0.08905,0.08738,2020.16204934426,2020.16371934426,187600000,NA,Liège,Liège,4633,4837
48,51,0.01998,647851.428938954,747923.313744778,647300.500558404,748033.781114498,0.10736,0.08738,2020.16204934426,2020.18202934426,187600000,NA,Liège,Liège,4633,4630
49,10,0.000215081967299996,643476.144844213,766659.431314711,643479.314212621,766647.380294589,0.0892650819673,0.08905,2020.16371934426,2020.16393442623,187600000,hCoV-19/Belgium/CG-030158/2020|EPI_ISL_418987|2020-03-01|Europe,Liège,Liège,4837,4837
49,50,0.01114,643476.144844213,766659.431314711,646491.531040108,761901.966946172,0.10019,0.08905,2020.16371934426,2020.17485934426,187600000,NA,Liège,Liège,4837,4830
50,12,0.00273628415299998,646491.531040108,761901.966946172,651938.548833382,760821.899221626,0.102926284153,0.10019,2020.17485934426,2020.17759562841,187600000,hCoV-19/Belgium/MJP-0306100/2020|EPI_ISL_420356|2020-03-06|Europe,Liège,Liège,4830,4841
50,11,4.04371579998397e-06,646491.531040108,761901.966946172,646493.909925834,761897.869017124,0.1001940437158,0.10019,2020.17485934426,2020.17486338798,187600000,hCoV-19/Belgium/SJ-030583/2020|EPI_ISL_420339|2020-03-05|Europe,Liège,Liège,4830,4830
51,52,0.01366,647300.500558404,748033.781114498,647093.779533362,749974.017104601,0.12102,0.10736,2020.18202934426,2020.19568934426,187600000,NA,Liège,Liège,4630,4651
51,62,0.00184999999999999,647300.500558404,748033.781114498,647031.237538399,749915.664314843,0.10921,0.10736,2020.18202934426,2020.18387934426,187600000,NA,Liège,Liège,4630,4651
52,53,0.03044,647093.779533362,749974.017104601,642149.269757941,755463.591901291,0.15146,0.12102,2020.19568934426,2020.22612934426,187600000,NA,Liège,Liège,4651,4800
52,54,0.00184999999999999,647093.779533362,749974.017104601,647031.237538399,749915.664314843,0.12287,0.12102,2020.19568934426,2020.19753934426,187600000,NA,Liège,Liège,4651,4651
53,14,0.01704005464,642149.269757941,755463.591901291,642112.665728738,755868.819934431,0.16850005464,0.15146,2020.22612934426,2020.2431693989,187600000,hCoV-19/Belgium/ULG-10028/2020|EPI_ISL_421202|2020-03-30|Europe,Liège,Liège,4800,4802
53,13,0.01977229508,642149.269757941,755463.591901291,639980.801228331,731901.453843815,0.17123229508,0.15146,2020.22612934426,2020.24590163934,187600000,hCoV-19/Belgium/ULG-10032/2020|EPI_ISL_421206|2020-03-31|Europe,Liège,Liège,4800,4100
54,56,0.00820000000000001,647031.237538399,749915.664314843,646557.51160194,751113.755141253,0.13107,0.12287,2020.19753934426,2020.20573934426,187600000,NA,Liège,Liège,4651,4651
56,17,0.00191092896200001,646557.51160194,751113.755141253,616309.819162005,784318.780073457,0.132980928962,0.13107,2020.20573934426,2020.20765027322,187600000,hCoV-19/Belgium/ULG-7626/2020|EPI_ISL_418633|2020-03-17|Europe,Liège,Liège,4651,4770
56,57,0.02205,646557.51160194,751113.755141253,647284.738061759,750170.441242693,0.15312,0.13107,2020.20573934426,2020.22778934426,187600000,NA,Liège,Liège,4651,4651
57,18,0.03177349727,647284.738061759,750170.441242693,629899.724958203,753687.389572072,0.18489349727,0.15312,2020.22778934426,2020.25956284153,187600000,hCoV-19/Belgium/ULG-10052/2020|EPI_ISL_424657|2020-04-05|Europe,Liège,Liège,4651,4900
57,58,0.00164592136399999,647284.738061759,750170.441242693,647220.660295307,750228.605958771,0.154765921364,0.15312,2020.22778934426,2020.22943526562,187600000,NA,Liège,Liège,4651,4651
58,59,0.0003540786357,647220.660295307,750228.605958771,647246.152318041,750178.809581696,0.1551199999997,0.154765921364,2020.22943526562,2020.22978934426,187600000,NA,Liège,Liège,4651,4651
58,19,0.06837894202,647220.660295307,750228.605958771,646055.551655708,752851.900523507,0.223144863384,0.154765921364,2020.22943526562,2020.29781420764,187600000,hCoV-19/Belgium/ULG-10165/2020|EPI_ISL_447159|2020-04-19|Europe,Liège,Liège,4651,4800
59,20,0.03523797814,647246.152318041,750178.809581696,652017.218647944,739772.244642659,0.1903579781397,0.1551199999997,2020.22978934426,2020.2650273224,187600000,hCoV-19/Belgium/ULG-10132/2020|EPI_ISL_427377|2020-04-07|Europe,Liège,Liège,4651,4040
59,60,0.00462000000000001,647246.152318041,750178.809581696,647389.915318585,750194.129663361,0.1597399999997,0.1551199999997,2020.22978934426,2020.23440934426,187600000,NA,Liège,Liège,4651,4651
60,21,0.03061797814,647389.915318585,750194.129663361,650522.756497308,732809.047279166,0.1903579781397,0.1597399999997,2020.23440934426,2020.2650273224,187600000,hCoV-19/Belgium/ULG-10120/2020|EPI_ISL_427368|2020-04-07|Europe,Liège,Liège,4651,4430
60,61,0.06302,647389.915318585,750194.129663361,643968.948574216,754865.542346765,0.2227599999997,0.1597399999997,2020.23440934426,2020.29742934426,187600000,NA,Liège,Liège,4651,4800
61,23,0.0003848633878,643968.948574216,754865.542346765,643959.049850983,754891.481382912,0.2231448633875,0.2227599999997,2020.29742934426,2020.29781420765,187600000,hCoV-19/Belgium/ULG-10166/2020|EPI_ISL_447160|2020-04-19|Europe,Liège,Liège,4800,4800
61,22,0.06049415301,643968.948574216,754865.542346765,638372.420047356,748648.305347315,0.2832541530097,0.2227599999997,2020.29742934426,2020.35792349727,187600000,hCoV-19/Belgium/ULG-10187/2020|EPI_ISL_455975|2020-05-11|Europe,Liège,Liège,4800,4860
62,64,0.01234,647031.237538399,749915.664314843,650288.143037743,742407.571809338,0.12155,0.10921,2020.18387934426,2020.19621934426,187600000,NA,Liège,Liège,4651,4671
64,66,0.02723322191,650288.143037743,742407.571809338,647802.196636033,766234.49869222,0.14878322191,0.12155,2020.19621934426,2020.22345256617,187600000,NA,Liège,Liège,4671,4700
66,67,0.01886677809,647802.196636033,766234.49869222,646024.475667726,770904.445568372,0.16765,0.14878322191,2020.22345256617,2020.24231934426,187600000,NA,Liège,Liège,4700,4700
66,77,0.000576778090700003,647802.196636033,766234.49869222,629388.705451197,780398.920021283,0.1493600000007,0.14878322191,2020.22345256617,2020.22402934426,187600000,NA,Liège,Liège,4700,4750
67,68,0.01,646024.475667726,770904.445568372,657732.907754273,766434.506589437,0.17765,0.16765,2020.24231934426,2020.25231934426,187600000,NA,Liège,Liège,4700,4720
67,28,0.06642382514,646024.475667726,770904.445568372,646296.926581069,770458.710420444,0.23407382514,0.16765,2020.24231934426,2020.3087431694,187600000,hCoV-19/Belgium/rega-0423298/2020|EPI_ISL_462152|2020-04-23|Europe,Liège,Liège,4700,4700
68,69,0.00223999999999999,657732.907754273,766434.506589437,657729.390135601,766658.103232261,0.17989,0.17765,2020.25231934426,2020.25455934426,187600000,NA,Liège,Liège,4720,4721
69,30,0.00227125683000001,657729.390135601,766658.103232261,657927.063427382,766429.439593586,0.18216125683,0.17989,2020.25455934426,2020.25683060109,187600000,hCoV-19/Belgium/ULG-10088/2020|EPI_ISL_424646|2020-04-04|Europe,Liège,Liège,4721,4720
69,70,0.00225,657729.390135601,766658.103232261,657071.221939485,765540.49636865,0.18214,0.17989,2020.25455934426,2020.25680934426,187600000,NA,Liège,Liège,4721,4720
70,31,2.12568304900074e-05,657071.221939485,765540.49636865,656989.733276588,765408.717953456,0.18216125683049,0.18214,2020.25680934426,2020.25683060109,187600000,hCoV-19/Belgium/ULG-10089/2020|EPI_ISL_424643|2020-04-04|Europe,Liège,Liège,4720,4720
70,71,0.00273000000000001,657071.221939485,765540.49636865,615929.877908171,786409.727415517,0.18487,0.18214,2020.25680934426,2020.25953934426,187600000,NA,Liège,Liège,4720,4760
71,72,0.0304,615929.877908171,786409.727415517,658896.203218774,765847.769500972,0.21527,0.18487,2020.25953934426,2020.28993934426,187600000,NA,Liège,Liège,4760,4720
