node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,tipLabel,startProvince,endProvince,startCommune,endCommune
43,44,0.06330543627,649904.331300221,745241.435614051,649758.44471174,745304.490011561,0.06330543627,0,2020.07466934426,2020.13797478053,422400000,NA,Liège,Liège,4632,4632
44,42,0.06147877138,649758.44471174,745304.490011561,648119.692039043,747797.47230533,0.12478420765,0.06330543627,2020.13797478053,2020.19945355191,422400000,hCoV-19/Belgium/ULG-6688/2020|EPI_ISL_418625|2020-03-14|Europe,Liège,Liège,4632,4633
44,45,0.02047456373,649758.44471174,745304.490011561,649747.536807944,745210.340437654,0.08378,0.06330543627,2020.13797478053,2020.15844934426,422400000,NA,Liège,Liège,4632,4632
45,47,0.0018,649747.536807944,745210.340437654,649715.445466568,745235.655749815,0.08558,0.08378,2020.15844934426,2020.16024934426,422400000,NA,Liège,Liège,4632,4632
47,48,0.0018,649715.445466568,745235.655749815,649715.445466568,745235.655749815,0.08738,0.08558,2020.16024934426,2020.16204934426,422400000,NA,Liège,Liège,4632,4632
48,49,0.00167,649715.445466568,745235.655749815,643472.981841954,766675.631906876,0.08905,0.08738,2020.16204934426,2020.16371934426,422400000,NA,Liège,Liège,4632,4837
48,51,0.01998,649715.445466568,745235.655749815,650243.888501784,742967.662729682,0.10736,0.08738,2020.16204934426,2020.18202934426,422400000,NA,Liège,Liège,4632,4671
49,10,0.000215081967299996,643472.981841954,766675.631906876,643479.314212621,766647.380294589,0.0892650819673,0.08905,2020.16371934426,2020.16393442623,422400000,hCoV-19/Belgium/CG-030158/2020|EPI_ISL_418987|2020-03-01|Europe,Liège,Liège,4837,4837
49,50,0.01114,643472.981841954,766675.631906876,646496.807986324,761903.858945013,0.10019,0.08905,2020.16371934426,2020.17485934426,422400000,NA,Liège,Liège,4837,4830
50,12,0.00273628415299998,646496.807986324,761903.858945013,651938.548833382,760821.899221626,0.102926284153,0.10019,2020.17485934426,2020.17759562841,422400000,hCoV-19/Belgium/MJP-0306100/2020|EPI_ISL_420356|2020-03-06|Europe,Liège,Liège,4830,4841
